101, 00714802717, 1, ETCS-111, 75
102, 00714802717, 2, ETMA-102, 75
103, 00714802717, 3, ETCS-203, 71
104, 00714802717, 4, ETCS-204, 85
105, 00714802717, 5, ETCS-303, 78
106, 00714802717, 6, ETCS-306, 91
107, 00714802717, 7, ETCS-413, 84
108, 00714802717, 8, ETCS-402, 58
109, 00714802717, 1, ETMA-101, 65
110, 00714802717, 1, ETPH-103, 81
111, 00714802717, 1, ETME-105, 78
112, 00714802717, 1, ETEE-107, 69
